rented_bike_count,hour,temperature_c,humidity,wind_speed,visibility_10m,dew_point_c,solar_radiation,rainfall_mm,snowfall_cm,season,holiday,functioning_day,year,month,day_of_week,is_weekend,hour_sin,hour_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,time_of_day,is_rush_hour,temp_feel,temp_humidity_interaction,wind_rain_interaction,temp_solar_interaction,has_rain,has_snow,is_holiday,is_functioning,is_spring,is_summer,is_autumn,is_winter,extreme_weather
217,0,-2.6,73,3.4,787,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,12,5,1,0.0,1.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,Night,0,Very_Cold,-1.8980000000000001,0.0,-0.0,0,0,0,1,0,0,0,1,0
301,5,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2018,7,0,0,0.9659258262890683,0.25881904510252074,-0.4999999999999998,-0.8660254037844388,0.0,1.0,Night,0,Warm,13.504000000000001,0.0,0.0,0,0,0,1,0,1,0,0,0
1071,10,20.8,52,1.5,2000,10.5,1.88,0.0,0.0,Autumn,No Holiday,Yes,2018,9,5,1,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,Morning,0,Warm,10.816,0.0,39.104,0,0,0,1,0,0,1,0,0
937,8,-0.8,69,3.5,954,-5.7,0.01,0.0,0.0,Winter,No Holiday,Yes,2017,12,0,0,0.8660254037844387,-0.49999999999999983,-2.4492935982947064e-16,1.0,0.0,1.0,Morning,1,Very_Cold,-0.552,0.0,-0.008,0,0,0,1,0,0,0,1,0
871,12,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,Spring,No Holiday,Yes,2018,5,3,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,Morning,0,Mild,8.318999999999999,0.0,15.792000000000002,0,0,0,1,1,0,0,0,0
17,5,3.1,90,1.2,974,1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018,3,3,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,Night,0,Cold,2.79,0.0,0.0,0,0,0,1,1,0,0,0,0
209,7,4.4,87,1.0,357,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018,1,0,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,Morning,1,Cold,3.8280000000000003,0.0,0.0,0,0,0,1,0,0,0,1,0
298,14,3.7,24,2.1,1906,-15.0,1.01,0.0,0.0,Winter,Holiday,Yes,2018,1,0,0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,Afternoon,0,Cold,0.8880000000000001,0.0,3.737,0,0,1,1,0,0,0,1,0
182,21,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018,1,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0,Evening,0,Very_Cold,-3.2340000000000004,0.0,-0.0,0,0,0,1,0,0,0,1,0
3365,18,29.3,27,3.4,1977,8.3,1.24,0.0,0.0,Summer,No Holiday,Yes,2018,6,4,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,Afternoon,1,Warm,7.9110000000000005,0.0,36.332,0,0,0,1,0,1,0,0,0
956,11,21.0,45,1.6,2000,8.6,2.89,0.0,0.0,Spring,No Holiday,Yes,2018,5,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,Morning,0,Warm,9.45,0.0,60.690000000000005,0,0,0,1,1,0,0,0,0
264,7,9.5,72,0.2,1017,4.6,0.04,0.0,0.0,Spring,No Holiday,Yes,2018,3,5,1,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,Morning,1,Cold,6.84,0.0,0.38,0,0,0,1,1,0,0,0,0
232,23,0.6,47,2.3,1046,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2018,1,3,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,Evening,0,Cold,0.282,0.0,0.0,0,0,0,1,0,0,0,1,0
501,2,29.5,69,0.8,2000,23.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2018,8,2,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,Night,0,Warm,20.355,0.0,0.0,0,0,0,1,0,1,0,0,0
2392,17,25.5,31,2.3,1974,7.1,1.5,0.0,0.0,Spring,No Holiday,Yes,2018,5,0,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.0,1.0,Afternoon,1,Warm,7.905,0.0,38.25,0,0,0,1,1,0,0,0,0
149,3,8.1,48,0.8,1455,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2018,4,1,0,0.7071067811865475,0.7071067811865476,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,Night,0,Cold,3.8879999999999995,0.0,0.0,0,0,0,1,1,0,0,0,0
165,6,5.2,60,1.9,430,-1.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2018,2,2,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,Night,0,Cold,3.12,0.0,0.0,0,0,0,1,0,0,0,1,0
682,21,7.1,52,0.8,1516,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,2018,11,6,1,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,Evening,0,Cold,3.6919999999999997,0.0,0.0,0,0,0,1,0,0,1,0,0
565,22,7.6,48,3.1,2000,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2018,3,0,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.0,1.0,Evening,0,Cold,3.6479999999999997,0.0,0.0,0,0,0,1,1,0,0,0,0
972,11,23.5,61,1.2,2000,15.5,0.95,0.0,0.0,Autumn,No Holiday,Yes,2018,9,3,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Morning,0,Warm,14.335,0.0,22.325,0,0,0,1,0,0,1,0,0
338,5,21.5,84,0.3,569,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2018,6,0,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.0,1.0,Night,0,Warm,18.06,0.0,0.0,0,0,0,1,0,1,0,0,0
150,1,-3.7,79,0.9,438,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2018,1,6,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,Night,0,Very_Cold,-2.923,0.0,-0.0,0,0,0,1,0,0,0,1,0
842,0,28.8,72,0.8,2000,23.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2018,8,1,0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,Night,0,Warm,20.736,0.0,0.0,0,0,0,1,0,1,0,0,0
1888,20,30.9,51,2.2,2000,19.5,0.07,0.0,0.0,Summer,No Holiday,Yes,2018,7,4,0,-0.8660254037844386,0.5000000000000001,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,Evening,0,Warm,15.758999999999999,0.0,2.1630000000000003,0,0,0,1,0,1,0,0,0
1076,12,10.4,41,4.9,1966,-2.3,1.33,0.0,0.0,Autumn,No Holiday,Yes,2018,10,5,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,Morning,0,Mild,4.264,0.0,13.832,0,0,0,1,0,0,1,0,0
1215,22,11.6,81,1.2,336,8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,2018,11,0,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0.0,1.0,Evening,0,Mild,9.396,0.0,0.0,0,0,0,1,0,0,1,0,0
40,23,20.4,96,0.6,1137,19.7,0.0,1.0,0.0,Summer,No Holiday,Yes,2018,7,0,0,-0.25881904510252157,0.9659258262890681,-0.4999999999999998,-0.8660254037844388,0.0,1.0,Evening,0,Warm,19.584,0.6,0.0,1,0,0,1,0,1,0,0,0
1158,14,27.5,47,2.7,990,15.1,3.24,0.0,0.0,Summer,No Holiday,Yes,2018,6,2,0,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,Afternoon,0,Warm,12.925,0.0,89.10000000000001,0,0,0,1,0,1,0,0,0
1647,21,19.0,82,1.0,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,2018,6,0,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,0.0,1.0,Evening,0,Mild,15.58,0.0,0.0,0,0,0,1,0,1,0,0,0
345,23,5.1,75,1.4,950,1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018,3,5,1,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,Evening,0,Cold,3.825,0.0,0.0,0,0,0,1,1,0,0,0,0
387,9,0.8,47,0.9,1070,-9.2,0.05,0.0,0.0,Winter,No Holiday,Yes,2018,1,0,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,Morning,1,Cold,0.376,0.0,0.04000000000000001,0,0,0,1,0,0,0,1,0
589,8,14.6,71,1.0,1896,9.3,0.43,0.0,0.0,Autumn,No Holiday,Yes,2018,10,6,1,0.8660254037844387,-0.49999999999999983,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,Morning,1,Mild,10.366,0.0,6.278,0,0,0,1,0,0,1,0,0
62,4,-4.2,53,1.1,1994,-12.3,0.0,0.0,0.0,Winter,Holiday,Yes,2018,1,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,Night,0,Very_Cold,-2.2260000000000004,0.0,-0.0,0,0,1,1,0,0,0,1,0
150,18,-4.6,56,3.6,2000,-12.0,0.09,0.0,0.0,Winter,No Holiday,Yes,2018,2,6,1,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,Afternoon,1,Very_Cold,-2.5759999999999996,0.0,-0.414,0,0,0,1,0,0,0,1,0
1445,21,9.9,50,1.2,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2018,10,2,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,Evening,0,Cold,4.95,0.0,0.0,0,0,0,1,0,0,1,0,0
848,8,15.7,65,1.2,2000,9.1,0.54,0.0,0.0,Autumn,No Holiday,Yes,2018,9,5,1,0.8660254037844387,-0.49999999999999983,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,Morning,1,Mild,10.205,0.0,8.478,0,0,0,1,0,0,1,0,0
574,9,7.8,72,1.2,360,3.0,0.54,0.0,0.0,Autumn,No Holiday,Yes,2018,11,6,1,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,Morning,1,Cold,5.6160000000000005,0.0,4.212,0,0,0,1,0,0,1,0,0
1393,22,16.9,63,0.2,2000,9.8,0.0,0.0,0.0,Autumn,Holiday,Yes,2018,10,2,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,Evening,0,Mild,10.646999999999998,0.0,0.0,0,0,1,1,0,0,1,0,0
796,0,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018,5,5,1,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,Night,0,Mild,7.1979999999999995,0.0,0.0,0,0,0,1,1,0,0,0,0
1591,17,24.1,41,2.4,2000,10.0,1.17,0.0,0.0,Autumn,Holiday,Yes,2018,9,6,1,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,Afternoon,1,Warm,9.881,0.0,28.197,0,0,1,1,0,0,1,0,0
682,9,2.6,96,1.1,316,2.0,0.87,0.0,0.0,Spring,No Holiday,Yes,2018,4,0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.49999999999999983,0.0,1.0,Morning,1,Cold,2.4960000000000004,0.0,2.262,0,0,0,1,1,0,0,0,0
237,18,-1.6,33,2.0,2000,-15.8,0.0,0.0,0.0,Winter,Holiday,Yes,2017,12,0,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.0,1.0,Afternoon,1,Very_Cold,-0.528,0.0,-0.0,0,0,1,1,0,0,0,1,0
178,0,-4.6,38,0.1,1551,-16.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2018,2,4,0,0.0,1.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,Night,0,Very_Cold,-1.7479999999999998,0.0,-0.0,0,0,0,1,0,0,0,1,0
281,15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,Winter,No Holiday,Yes,2018,1,3,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,Afternoon,0,Very_Cold,-0.37199999999999994,0.0,-0.564,0,0,0,1,0,0,0,1,0
447,21,4.0,67,3.0,794,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018,4,4,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,Evening,0,Cold,2.68,0.0,0.0,0,0,0,1,1,0,0,0,0
80,3,-10.7,48,0.4,1651,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017,12,3,0,0.7071067811865475,0.7071067811865476,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,Night,0,Very_Cold,-5.135999999999999,0.0,-0.0,0,0,0,1,0,0,0,1,0
185,4,20.8,66,1.5,1719,14.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,2018,9,4,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,Night,0,Warm,13.728,0.0,0.0,0,0,0,1,0,0,1,0,0
605,15,36.6,44,1.5,1771,22.3,1.13,0.0,0.0,Summer,No Holiday,Yes,2018,8,3,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,Afternoon,0,Warm,16.104,0.0,41.358,0,0,0,1,0,1,0,0,0
1524,20,30.0,72,3.5,1765,24.3,0.09,0.0,0.0,Summer,No Holiday,Yes,2018,8,6,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,Evening,0,Warm,21.6,0.0,2.6999999999999997,0,0,0,1,0,1,0,0,0
1951,17,28.5,43,1.7,1404,14.6,1.06,0.0,0.0,Spring,No Holiday,Yes,2018,5,1,0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,Afternoon,1,Warm,12.255,0.0,30.21,0,0,0,1,1,0,0,0,0
1039,12,29.8,42,2.1,1220,15.5,2.9,0.0,0.0,Summer,No Holiday,Yes,2018,6,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.0,1.0,Morning,0,Warm,12.516000000000002,0.0,86.42,0,0,0,1,0,1,0,0,0
2113,8,7.9,63,0.6,2000,1.2,0.3,0.0,0.0,Autumn,No Holiday,Yes,2018,10,4,0,0.8660254037844387,-0.49999999999999983,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,Morning,1,Cold,4.977,0.0,2.37,0,0,0,1,0,0,1,0,0
63,6,0.4,95,0.3,197,-0.3,0.0,0.0,3.8,Winter,No Holiday,Yes,2018,2,4,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,Night,0,Cold,0.38,0.0,0.0,0,1,0,1,0,0,0,1,1
2162,19,30.8,55,1.9,1170,20.7,0.06,0.0,0.0,Summer,No Holiday,Yes,2018,8,0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844384,-0.5000000000000004,0.0,1.0,Evening,1,Warm,16.94,0.0,1.8479999999999999,0,0,0,1,0,1,0,0,0
142,16,22.5,86,2.5,342,20.0,0.47,0.0,0.0,Autumn,No Holiday,Yes,2018,9,6,1,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,Afternoon,0,Warm,19.35,0.0,10.575,0,0,0,1,0,0,1,0,0
283,7,-0.3,72,0.7,919,-4.7,0.0,0.0,0.7,Winter,Holiday,Yes,2017,12,4,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,Morning,1,Very_Cold,-0.21599999999999997,0.0,-0.0,0,1,1,1,0,0,0,1,0
376,14,17.5,94,0.3,436,16.5,0.35,0.0,0.0,Spring,No Holiday,Yes,2018,5,2,0,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,Afternoon,0,Mild,16.45,0.0,6.125,0,0,0,1,1,0,0,0,0
